1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL		
12079	PSITTACIFORMES	Psittaculidae	Loriculus philippensis bonapartei	Souancé	1856	Rev. Mag. Zool. (Ser. 2) 8: 222	https://biodiversitylibrary.org/page/2303507		
12080	PSITTACIFORMES	Psittaculidae	Loriculus philippensis chrysonotus  qq 	"Sclater, PL"	1872	Ibis (Ser. 3) 2: 324 pl. 11	https://biodiversitylibrary.org/page/8618290		
12081	PSITTACIFORMES	Psittaculidae	Loriculus philippensis mindorensis	Steere	1890	List Birds Mamms. Steere Exped. p. 6	https://biodiversitylibrary.org/page/40202757		
12082	PSITTACIFORMES	Psittaculidae	Loriculus philippensis worcesteri	Steere	1890	List Birds Mamms. Steere Exped. p. 6	https://biodiversitylibrary.org/page/40202757		
12083	PSITTACIFORMES	Psittaculidae	Loriculus philippensis siquijorensis	Steere	1890	List Birds Mamms. Steere Exped. p. 6	https://biodiversitylibrary.org/page/40202757		
12084	PSITTACIFORMES	Psittaculidae	Loriculus philippensis bournsi	McGregor	1905	Bureau Govt Labs no. 25: 16			
12085	PSITTACIFORMES	Psittaculidae	Loriculus philippensis dohertyi	"Hartert, E"	1906	Novit. Zool. 13: 757	https://biodiversitylibrary.org/page/2972300		
12086	PSITTACIFORMES	Psittaculidae	Loriculus camiguinensis	"Tello, Degner, Bates, JM & Willard"	2006	Fieldiana Zool. 106: 51	https://biodiversitylibrary.org/page/2853568		
12087	PSITTACIFORMES	Psittaculidae	Loriculus galgulus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 103	https://biodiversitylibrary.org/page/727008		
12088	PSITTACIFORMES	Psittaculidae	Loriculus stigmatus	"(Müller, S)"	1843	"Verh. Nat. Gesch. [Temminck] Land-Volk. no. 6: 182, note"	https://biodiversitylibrary.org/page/56902020		
12089	PSITTACIFORMES	Psittaculidae	Loriculus stigmatus stigmatus	"(Müller, S)"	1843	"Verh. Nat. Gesch. [Temminck] Land-Volk. no. 6: 182, note"	https://biodiversitylibrary.org/page/56902020		
12090	PSITTACIFORMES	Psittaculidae	Loriculus stigmatus quadricolor	Walden	1872	Ann. Mag. Nat. Hist. (Ser. 4) 9: 398	https://biodiversitylibrary.org/page/16086271		
12091	PSITTACIFORMES	Psittaculidae	Loriculus stigmatus croconotus	Jany	1955	J. für Orn. 96: 220			
12092	PSITTACIFORMES	Psittaculidae	Loriculus amabilis	Wallace	1862	Ibis 4: 349	https://biodiversitylibrary.org/page/8330951		
12093	PSITTACIFORMES	Psittaculidae	Loriculus sclateri	Wallace	1863	Proc. Zool. Soc. London (1862): 336 pl. 38	https://biodiversitylibrary.org/page/28627326		
12094	PSITTACIFORMES	Psittaculidae	Loriculus sclateri sclateri	Wallace	1863	Proc. Zool. Soc. London (1862): 336 pl. 38	https://biodiversitylibrary.org/page/28627326		
12095	PSITTACIFORMES	Psittaculidae	Loriculus sclateri ruber	"Meyer, AB & Wiglesworth"	1896	Abh. Ber. Mus. Dresden 6 (2): 9	https://biodiversitylibrary.org/page/33471089		
12096	PSITTACIFORMES	Psittaculidae	Loriculus catamene	Schlegel	1871	Nederl. Tijdschr. Dierk. 4: 7	https://biodiversitylibrary.org/page/49085620		
12097	PSITTACIFORMES	Psittaculidae	Loriculus aurantiifrons	Schlegel	1871	Nederl. Tijdschr. Dierk. 4: 9	https://biodiversitylibrary.org/page/49085618		
12098	PSITTACIFORMES	Psittaculidae	Loriculus aurantiifrons aurantiifrons	Schlegel	1871	Nederl. Tijdschr. Dierk. 4: 9	https://biodiversitylibrary.org/page/49085618		
12099	PSITTACIFORMES	Psittaculidae	Loriculus aurantiifrons meeki	"Hartert, E"	1895	Novit. Zool. 2: 62	https://biodiversitylibrary.org/page/3859337		
12100	PSITTACIFORMES	Psittaculidae	Loriculus tener	"Sclater, PL"	1877	Proc. Zool. Soc. London (1877): 107	https://biodiversitylibrary.org/page/28510673		
12101	PSITTACIFORMES	Psittaculidae	Loriculus exilis	Schlegel	1866	Nederl. Tijdschr. Dierk. 3: 185	https://biodiversitylibrary.org/page/49109686		
12102	PSITTACIFORMES	Psittaculidae	Loriculus pusillus	"Gray, GR"	1859	List Birds Brit. Mus. 3 (2): 54	https://biodiversitylibrary.org/page/19060015		
12103	PSITTACIFORMES	Psittaculidae	Loriculus flosculus	Wallace	1864	Proc. Zool. Soc. London (1863): 488	https://biodiversitylibrary.org/page/30681848		
12104	PSITTACIFORMES	Psittaculidae	Agapornis	Selby	1836				
12105	PSITTACIFORMES	Psittaculidae	Agapornis canus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 350	https://biodiversitylibrary.org/page/2896950		
12106	PSITTACIFORMES	Psittaculidae	Agapornis canus canus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 350	https://biodiversitylibrary.org/page/2896950		
12107	PSITTACIFORMES	Psittaculidae	Agapornis canus ablectaneus	Bangs	1918	Bull. Mus. Comp. Zool. 61: 503	https://biodiversitylibrary.org/page/4311570		
12108	PSITTACIFORMES	Psittaculidae	Agapornis pullarius	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 102	https://biodiversitylibrary.org/page/727007		
12109	PSITTACIFORMES	Psittaculidae	Agapornis pullarius pullarius	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 102	https://biodiversitylibrary.org/page/727007		
12110	PSITTACIFORMES	Psittaculidae	Agapornis pullarius ugandae	Neumann	1908	Novit. Zool. 15: 388	https://biodiversitylibrary.org/page/2988034		
12111	PSITTACIFORMES	Psittaculidae	Agapornis taranta	(Stanley)	1814	Voy. Abyssin. App. iv: lii	https://biodiversitylibrary.org/page/47589031		
12112	PSITTACIFORMES	Psittaculidae	Agapornis swindernianus	(Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 62 pl. 2	https://biodiversitylibrary.org/page/37020480		
12113	PSITTACIFORMES	Psittaculidae	Agapornis swindernianus swindernianus	(Kuhl)	1820	Nova Acta Acad. Caes. Leop. Carol. 10: 62 pl. 2	https://biodiversitylibrary.org/page/37020480		
12114	PSITTACIFORMES	Psittaculidae	Agapornis swindernianus zenkeri	Reichenow	1895	Orn. Monatsb. 3: 112	https://biodiversitylibrary.org/page/8747668		
12115	PSITTACIFORMES	Psittaculidae	Agapornis swindernianus emini	Neumann	1908	Bull. B.O.C. 21: 42	https://biodiversitylibrary.org/page/32426752		
12116	PSITTACIFORMES	Psittaculidae	Agapornis roseicollis	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 25: 377	https://biodiversitylibrary.org/page/18044145		
12117	PSITTACIFORMES	Psittaculidae	Agapornis roseicollis roseicollis	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 25: 377	https://biodiversitylibrary.org/page/18044145		
12118	PSITTACIFORMES	Psittaculidae	Agapornis roseicollis catumbella	"Hall, BP"	1952	Bull. B.O.C. 72: 25	https://biodiversitylibrary.org/page/40591139		
12119	PSITTACIFORMES	Psittaculidae	Agapornis fischeri	Reichenow	1887	J. für Orn. (Ser. 4) 35: 54	https://biodiversitylibrary.org/page/32714336		
12120	PSITTACIFORMES	Psittaculidae	Agapornis personatus	Reichenow	1887	"J. für Orn. (Ser. 4) 35: 40, 55"	https://biodiversitylibrary.org/page/32714322		
12121	PSITTACIFORMES	Psittaculidae	Agapornis lilianae	Shelley	1894	Ibis (Ser. 6) 6: 466 pl. 12	https://biodiversitylibrary.org/page/16283146		
12122	PSITTACIFORMES	Psittaculidae	Agapornis nigrigenis	"Sclater, WL"	1906	Bull. B.O.C. 16: 61	https://biodiversitylibrary.org/page/32432745		
12123	PSITTACIFORMES	Psittaculidae	Lophopsittacus	"Newton, A"	1875				
12124	PSITTACIFORMES	Psittaculidae	Lophopsittacus mauritianus  qq 	(Owen)	1866	Ibis (ser. 2) 2: 171	https://archive.org/details/ibis02brit/page/168/mode/2up?view=theater		
12125	PSITTACIFORMES	Psittaculidae	Necropsittacus	Milne-Edwards	1873				
12126	PSITTACIFORMES	Psittaculidae	Necropsittacus rodricanus  qq 	(Milne-Edwards)	1867	Ann. des Sci. Nat. Zool. (Ser. 5) 8::151	https://biodiversitylibrary.org/page/29125972		
									
